text,label
hamster cage sale,spam
guinea pig food discount,spam
rabbit hutch promo,spam
horse feed sale,spam
chicken coop discount,spam
livestock supplies promo,spam
tractor parts sale,spam
agricultural equipment discount,spam
farming supplies promo,spam
seeds for planting sale,spam
greenhouse discount,spam
hydroponics promo,spam
grow lights sale,spam
brewing supplies discount,spam
winemaking kit promo,spam
cheese making kit sale,spam
canning supplies discount,spam
baking pans promo,spam
mixing bowls sale,spam
measuring cups discount,spam
spatulas promo,spam
knives sale,spam
cutting board discount,spam
pots and pans promo,spam
blender sale,spam
food processor discount,spam
toaster promo,spam
coffee maker sale,spam
espresso machine discount,spam
microwave promo,spam
slow cooker sale,spam
instant pot discount,spam
air fryer promo,spam
waffle maker sale,spam
griddle discount,spam
stand mixer promo,spam
juicer sale,spam
water bottle discount,spam
travel mug promo,spam
thermos sale,spam
lunch box discount,spam
food storage containers promo,spam
tupperware sale,spam
ziploc bags discount,spam
aluminum foil promo,spam
plastic wrap sale,spam
trash bags discount,spam
greeting cards promo,spam
wrapping paper sale,spam
gift bags discount,spam
party supplies promo,spam
balloons sale,spam
streamers discount,spam
party favors promo,spam
invitations sale,spam
thank you cards discount,spam
stationery promo,spam
custom stamps sale,spam
business cards discount,spam
flyers promo,spam
brochures sale,spam
banners discount,spam
posters promo,spam
signs sale,spam
decals discount,spam
stickers promo,spam
magnets sale,spam
keychains discount,spam
lanyards promo,spam
mugs sale,spam
custom shirts discount,spam
promotional products promo,spam
trade show displays sale,spam
event tents discount,spam
pop up banners promo,spam
table cloths sale,spam
podiums discount,spam
red carpet promo,spam
stanchions sale,spam
velvet ropes discount,spam
event lighting promo,spam
pa systems sale,spam
microphones discount,spam
speakers promo,spam
dj controllers sale,spam
turntables discount,spam
synthesizers promo,spam
drum kits sale,spam
guitars discount,spam
bass guitars promo,spam
keyboards sale,spam
pianos discount,spam
violins promo,spam
cellos sale,spam
flutes discount,spam
clarinets promo,spam
saxophones sale,spam
trumpets discount,spam
trombones promo,spam
sheet music sale,spam
music stands discount,spam
instrument cases promo,spam
guitar strings sale,spam
drum sticks discount,spam

do we have a maths test today or tomorrow,important
can you confirm if we have an exam today,important
what syllabus is coming for the test tomorrow,important
confirming the assignment deadline for today,important
did you study for the maths exam,low
do we have class today,low
special offer for 50 per week,spam
subscribe now for just 50 a week,spam
exclusive promotional offer for 50 dollars,spam
get this offer for 50 per week,spam
job offer letter attached please review,important
salary is 50 per hour,important
what topics are covered in the maths syllabus,important
physics practical record submission is tomorrow,important
chemistry lab is cancelled for today,low
are you going to the engineering lecture,low
professor said the midterms are postponed,important
check the college notice board for the exam schedule,important
hall ticket is required for the semester exams,critical
did you pay the semester college fees,important
library book is overdue please return it,important
i failed the internal assessment,low
let us group study for the calculus test,low
can you send me the notes for computer networks,low
i missed the first hour attendance,low
proxy my attendance please,low
the internal marks have been uploaded online,important
download the previous year question papers,low
viva voice is scheduled for next monday,important
submit your final year project synopsis,important
the dean is calling you to the office,critical
campus placements are starting next month,important
you are shortlisted for the interview round,important
aptitude test link is active now,important
internship offer letter has been sent,important
your resume has been selected by the hr,important
offer of employment from the company,important
background verification requires your documents,important
your starting salary will be credited soon,important
deduction in your weekly paycheck,important
your weekly timesheet is unapproved,important
congratulations you have a special promo offer,spam
claim your 50 rupees cashback now,spam
recharge your phone to continue this weekly offer,spam
your weekly subscription of 50 is active,spam
cancel your subscription to avoid weekly charges,spam
free trial ends today pay 50 per week,spam
you won a free weekly pass click here,spam
limited time offer subscribe for 50 weekly,spam
get premium benefits for just 50 rupees a week,spam
exclusive rummy bonus offer claim now,spam
play fantasy cricket and win 50 lakhs,spam
your dream11 team is ready join the contest,spam
urgent loan offer of 50k approved for you,spam
no cibil score required loan offer inside,spam
guaranteed job offer pay 50 registration fee,spam
work from home data entry job offer,spam
congratulations your mobile number won a lottery,spam
dear customer your kyc is pending update immediately,spam
pan card is blocked click here to update kyc,spam
hdfc bank account suspended verify now,spam
sbi reward points expiring today redeem now,spam
electricity bill is pending power will be cut,spam
your package delivery failed pay customs fee,spam
amazon gift card worth 5000 is waiting,spam
flipkart big billion days special offer,spam
myntra end of reason sale extra 50 off,spam
zomato pro membership offer inside,spam
swiggy one free delivery subscribe now,spam
buy 1 get 1 free on dominos pizza today,spam
your uber ride is discounted today,spam
ola cab promo code applied for your trip,spam
are we playing pubg tonight,low
valorant server is down for maintenance,low
send me the discord link,low
my ping is too high for ranked matches,low
i got a new high score in the game,low
did you watch the cricket match yesterday,low
virat kohli scored a century,low
what are the weekend plans,low
let us go to the mall and watch a movie,low
book the tickets on bookmyshow,low
are we meeting at the cafe or the ground,low
can i borrow your bike for an hour,low
i will pick you up at the bus stop,low
train is running late by 30 minutes,low
did you finish the netflix series,low
that new movie trailer looks amazing,low
send me the spotify playlist,low
i am out of mobile data hotspot please,low
phone battery is dead call me on whatsapp,low
can you forward me that meme,low
that joke was not even funny,low
lol that is crazy,low
lmao i cannot believe you said that,low
smh you are always late,low
idk what the professor was teaching,low
brb going to the canteen for tea,low
grab me a samosa from the cafeteria,low
the hostel food is terrible today,low
maggi at midnight is the best,low
are you staying in the pg or hostel,low
roommate locked me out of the room,low
rent is due on the 5th of this month,important
water is not coming in the washroom,important
wifi router is completely dead,important
mess bill has increased this month,important
the warden is doing a surprise check,critical
results are out check the university portal,important
supplementary exam dates announced,important
revaluation forms are available till friday,important
i need a bonafide certificate for my passport,important
scholarship amount credited to your bank,important
educational loan emi bounces,critical
your credit card payment is overdue by 50 days,important
minimum amount due is 500 rupees,important
your cibil score has dropped significantly,important
income tax return filing deadline is approaching,important
tds certificate form 16 is attached,important
pf withdrawal request processed,important
medical insurance premium is due,important
your health claim has been rejected,important
appointment with the dentist confirmed,important
blood test report shows high cholesterol,important
mri scan scheduled for tomorrow morning,important
accident on the highway traffic is jammed,important
i have a severe headache and fever,important
doctor prescribed antibiotics for 5 days,important
pharmacy does not have the medicine,low
take rest and drink plenty of water,low
i am feeling much better today,low
gym membership expires this week,important
leg day was brutal i cannot walk,low
diet plan is going well lost 2 kgs,low
protein powder delivery expected today,low
we need to buy groceries vegetables are over,low
milk packet is leaking buy another one,low
gas cylinder booking is confirmed,important
plumber will fix the pipe at 4 pm,important
electrician checked the short circuit,important
the roof is leaking due to heavy rain,important
chennai weather is extremely hot today,low
cyclone warning issued stay indoors,critical
school and colleges closed due to rain,important
chennai metro purple line is delayed,low
local train from tambaram is cancelled,important
flight to bangalore is boarding at gate 5,important
pnr status is rac 10 chances are low,important
tatkal ticket booked successfully,important
hotel reservation confirmed for two nights,important
airbnb host sent the check in instructions,important
car service is due at 10000 kms,important
bike insurance renewal is pending,important
traffic police issued a challan for overspeeding,important
puc pollution certificate expired,important
driving license test is at the rto,important
passport police verification is done,important
visa application approved by the embassy,important
immigration check took two hours,low
baggage arrived on belt number 4,low
customs cleared without any issues,low
i lost my wallet and all my cards,critical
block my debit card immediately unauthorized transaction,critical
otp for transaction of 5000 is 123456 do not share,critical
someone tried to log into your gmail account,critical
facebook password reset code is 98765,critical
instagram account suspended due to violation,important
whatsapp number banned for spamming,important
telegram account login from a new device,important
linkedin profile viewed by 50 recruiters,low
twitter account locked for unusual activity,important
youtube premium family plan invitation,low
apple music subscription renewed,low
icloud storage is almost full upgrade now,important
google drive out of space buy more,important
microsoft office 365 license expired,important
windows update is ready to install,low
macbook battery needs servicing,important
iphone screen cracked need a repair shop,important
samsung service center called about the phone,important
laptop motherboard is dead data lost,critical
external hard drive is corrupted,critical
backup your files before formatting,important
antivirus detected a trojan horse malware,critical
firewall blocked a suspicious connection,important
vpn disconnected your ip is exposed,important
crypto exchange binance login alert,important
bitcoin price crashed by 50 percent,important
ethereum gas fees are too high right now,low
nft collection minted successfully,low
metamask wallet seed phrase compromised,critical
never share your private keys with anyone,critical
your digital signature is required on the pdf,important
zoom meeting link for the team sync,important
microsoft teams chat message from manager,important
slack notification channel mentioned you,low
jira ticket assigned fix the bug,important
github pull request merged to main branch,important
aws ec2 instance is running out of memory,critical
database server is down website offline,critical
domain name expired renew immediately,critical
ssl certificate is invalid website unsafe,critical
cloudflare error 522 connection timed out,critical
google analytics traffic dropped to zero,critical
adsense account disabled for invalid click,critical
facebook ads account restricted,critical
stripe payment failed card declined,important
paypal dispute opened by the buyer,important
razorpay settlement delayed due to bank holiday,important
shopify store received a new order,important
woocommerce inventory is out of stock,important
dropshipping supplier shipped the product,important
fedex tracking shows out for delivery,important
dhl shipment held at customs,important
bluedart delivery boy cannot find the address,important
swiggy instamart order delivered at door,low
zepto 10 minute delivery is delayed,low
blinkit grocery order missing an item,low
bigbasket slot available for tomorrow,low
urban company cleaner is arriving in 10 mins,important
salon appointment booked for a haircut,low
myntra package return initiated,important
flipkart refund credited to your bank,important
amazon pay wallet loaded with 500,low
paytm upi transaction successful,low
phonepe money transfer failed due to network,important
google pay scratch card won 10 rupees,low
cred coin balance is enough for the jackpot,low
postpe credit limit increased,low
slice card bill generated pay by 5th,important
uni card payment reminder,important
lazypay pay later statement ready,important
simpl checkout approved,low
zestmoney emi debited automatically,important
bajaj finserv emi card blocked,important
muthoot finance gold loan interest due,important
manappuram gold auction notice,critical
lic premium receipt attached,important
star health insurance policy document,important
hdfc ergo car insurance quote,low
icici lombard travel insurance active,important
sbi life term insurance application,important
max life claim settlement status,important
zerodha kite margin shortfall add funds,critical
upstox account opened start trading,important
groww mutual fund sip deducted,important
coin dcx kyc approved,important
wazirx withdrawal successful,important
